# {"t_start": 1568036757.2229385, "env_id": "Pendulum-v0"} 
obnow,action,obnext,reward
[-6.67878979e+00 -2.79141506e-06],[1.9268296],[ 9.22763786e-01 -3.85366055e-01 -2.79141506e-06],-0.16021546907660433
[-12.97145207  -0.10479999],[1.9996667],[ 0.9190703  -0.39409363 -0.10479999],-0.16514414704089514
[-6.67940919e+00 -2.38537542e-06],[1.9296869],[ 9.22524912e-01 -3.85937543e-01 -2.38537542e-06],-0.16071696519882783
[-40.00151651  -6.50384479],[-1.0662951],[-0.66806726 -0.74410089 -6.50384479],-7.108400408608999
[-19.11684947  -0.64304865],[1.9675511],[ 0.96448926 -0.26412206 -0.64304865],-0.11744760415701899
[-31.93744855  -1.06918396],[-0.41724893],[ 0.86706192 -0.49820039 -1.06918396],-0.26390974681255247
[-12.35145913  -2.51729478],[1.9979552],[ 0.97699527  0.21326095 -2.51729478],-1.0611692284213445
[ 5.88463596e+00 -2.86425202e-06],[1.9404082],[ 9.21624935e-01 -3.88081795e-01 -2.86425202e-06],-0.16260665358955367
[ 5.89338617e+00 -1.96390039e-06],[1.9000125],[ 9.24985409e-01 -3.80002624e-01 -1.96390039e-06],-0.155553335012128
[-3.70860867e-01 -1.37512447e-06],[1.8120894],[ 9.32015697e-01 -3.62417908e-01 -1.37512447e-06],-0.1408213999230754
[-3.86093078e-01 -2.51020541e-06],[1.8828591],[ 9.26387364e-01 -3.76571975e-01 -2.51020541e-06],-0.15261292648738306
[-6.59809341e+00 -1.55860552e-06],[1.548645],[ 9.50824847e-01 -3.09729091e-01 -1.55860552e-06],-0.1015653630834366
[-6.67629666e+00 -3.68872203e-06],[1.9153208],[ 9.23721685e-01 -3.83064288e-01 -3.68872203e-06],-0.15820484361342482
[ 5.89094978e+00 -2.27253610e-06],[1.9112747],[ 9.24056828e-01 -3.82255123e-01 -2.27253610e-06],-0.15750159065937935
[-8.66441617 -6.38170401],[-1.6807015],[-0.72458672 -0.68918364 -6.38170401],-7.245528445685106
[ 5.88178709e+00 -3.32090154e-06],[1.9535279],[ 9.20515601e-01 -3.90705808e-01 -3.32090154e-06],-0.1649366695210461
[-43.44463323  -4.2440017 ],[1.99746],[ 0.8589074   0.51213091 -4.2440017 ],-3.1213610429969147
[-48.83191421  -6.97565132],[-1.8666936],[ 0.13679779  0.99059899 -6.97565132],-8.699153907711567
[ 5.89753669e+00 -2.02037568e-06],[1.880801],[ 9.26554644e-01 -3.76160194e-01 -2.02037568e-06],-0.15226218959196305
[-25.02981114  -2.18496951],[1.8859458],[ 0.99470737  0.10274844 -2.18496951],-0.7380611834570249
[-6.67123881e+00 -1.75566790e-06],[1.8919375],[ 9.25647345e-01 -3.78387359e-01 -1.75566790e-06],-0.15416487693542053
[-6.66114556e+00 -1.91327324e-06],[1.8451272],[ 9.29419287e-01 -3.69025459e-01 -1.91327324e-06],-0.14625837543058653
[-48.10658987  -7.82525125],[-1.622783],[-0.55477812  0.83199834 -7.82525125],-12.905924727216718
[-6.64586421e+00 -4.83301724e-06],[1.7738994],[ 9.34949757e-01 -3.54780146e-01 -4.83301724e-06],-0.1346825327204382
[ 5.88120480e+00 -3.28763189e-06],[1.9562078],[ 9.20287941e-01 -3.91241748e-01 -3.28763189e-06],-0.16541494701812606
[-6.66737556e+00 -1.89078282e-06],[1.8740423],[ 9.27102239e-01 -3.74808537e-01 -1.89078282e-06],-0.151114108451776
[-31.85975086  -0.40773012],[1.9999998],[ 0.90311612 -0.4293964  -0.40773012],-0.1992641841962372
[-3.95824107e-01 -2.52123191e-06],[1.927843],[ 9.22679128e-01 -3.85568706e-01 -2.52123191e-06],-0.16039320223345027
[ 5.88974581e+00 -2.44665112e-06],[1.9168359],[ 9.23595935e-01 -3.83367381e-01 -2.44665112e-06],-0.1584688009520438
[ 5.88668666e+00 -2.77385395e-06],[1.930954],[ 9.22418837e-01 -3.86191001e-01 -2.77385395e-06],-0.1609396492674505
[-6.66497033e+00 -1.58852648e-06],[1.8628879],[ 9.28001055e-01 -3.72577566e-01 -1.58852648e-06],-0.14923009472904747
[-3.76958503e-01 -1.63722854e-06],[1.8404708],[ 9.29788492e-01 -3.68094228e-01 -1.63722854e-06],-0.1454849842702061
[-12.97895186  -0.0654676 ],[1.999577],[ 0.91608886 -0.40097531 -0.0654676 ],-0.17197911277411343
[-3.88124587e-01 -2.00351125e-06],[1.8922653],[ 9.25620443e-01 -3.78453161e-01 -2.00351125e-06],-0.15422128523004675
[-3.90264218e-01 -2.27257151e-06],[1.9021629],[ 9.24808575e-01 -3.80432779e-01 -2.27257151e-06],-0.15592429460812707
[-33.59474628  -6.44951527],[-0.7690807],[-0.57124624 -0.82077874 -6.44951527],-6.598890754873155
[-6.67379302e+00 -1.96835293e-06],[1.9037515],[ 9.24677845e-01 -3.80750420e-01 -1.96835293e-06],-0.1561985750574491
[-21.20516921  -6.77892473],[-1.6571064],[-0.70669569 -0.70751763 -6.77892473],-7.496251457173826
[-3.79228390e-01 -1.85420583e-06],[1.8510185],[ 9.28950565e-01 -3.70203792e-01 -1.85420583e-06],-0.1472403713748844
[-13.13674849  -0.55232065],[1.9985033],[ 0.841697   -0.53995014 -0.55232065],-0.3201808023134157
[-36.77830959  -5.86881878],[1.8491437],[ 0.60518169  0.79608738 -5.86881878],-6.168712614094192
[-6.68091915e+00 -2.94243040e-06],[1.93665],[ 9.2194111e-01 -3.8733008e-01 -2.9424304e-06],-0.16194270987512888
[ 5.88975863e+00 -2.45268000e-06],[1.9167771],[ 9.23600849e-01 -3.83355541e-01 -2.45268000e-06],-0.15845848820863562
[-38.13670922  -1.30116331],[0.4601979],[ 0.90577242 -0.42376446 -1.30116331],-0.2593835155322133
[ 5.88973054e+00 -2.30979377e-06],[1.9169071],[ 9.23590079e-01 -3.83381488e-01 -2.30979377e-06],-0.1584810981372705
[-6.68166791e+00 -2.42889149e-06],[1.9401002],[ 9.21650837e-01 -3.88020275e-01 -2.42889149e-06],-0.16255227305145836
[-3.95455590e-01 -2.14821602e-06],[1.9261425],[ 9.22821154e-01 -3.85228657e-01 -2.14821602e-06],-0.16009506368175325
[-6.65634192e+00 -2.34118747e-06],[1.8227828],[ 9.31181223e-01 -3.64556622e-01 -2.34118747e-06],-0.1425683073660044
[-6.68008120e+00 -2.62524249e-06],[1.9327862],[ 9.22265350e-01 -3.86557401e-01 -2.62524249e-06],-0.16126191004519919
[-3.89368235e-01 -1.91563200e-06],[1.8980193],[ 9.25149065e-01 -3.79604015e-01 -1.91563200e-06],-0.15521002550938534
[-4.0173982e-01 -3.1953057e-06],[1.9551002],[ 9.20382083e-01 -3.91020232e-01 -3.19530570e-06],-0.16521717133692002
[-3.84111026e-01 -2.17856495e-06],[1.8736751],[ 9.27131929e-01 -3.74735089e-01 -2.17856495e-06],-0.15105185491797685
[-13.12489142  -0.49279623],[1.9954598],[ 0.84803991 -0.52993236 -0.49279623],-0.3058582390121252
[ 5.89028394e+00 -2.33670308e-06],[1.9143506],[ 9.23802103e-01 -3.82870310e-01 -2.33670308e-06],-0.1580361287817218
[-28.61982352  -8.        ],[-1.794949],[-0.94090975  0.33865742 -8.        ],-15.576558716498882
[ 5.89628508e+00 -2.31827494e-06],[1.8865976],[ 9.26083111e-01 -3.77319589e-01 -2.31827494e-06],-0.15325094982349244
[ 5.88374488e+00 -2.33649388e-06],[1.944514],[ 9.21278759e-01 -3.88902878e-01 -2.33649388e-06],-0.16333369397394554
[ 5.90086714e+00 -1.55242315e-06],[1.865361],[ 9.27802284e-01 -3.73072275e-01 -1.55242315e-06],-0.14964669630421218
[-3.73473884e-01 -1.44126648e-06],[1.8242588],[ 9.31065513e-01 -3.64852040e-01 -1.44126648e-06],-0.14281060821046512
[-44.01924255  -1.94676414],[1.9999994],[ 0.9993176  -0.036937   -1.94676414],-0.5329879564108477
[-25.31127347  -1.12719557],[1.9999794],[ 0.9841054  -0.17758534 -1.12719557],-0.19735976347330736
[-3.99321696e-01 -2.32674787e-06],[1.9439669],[ 9.21324926e-01 -3.88793493e-01 -2.32674787e-06],-0.16323673109237435
[ 5.87928267e+00 -3.64461854e-06],[1.9650487],[ 9.19534227e-01 -3.93009931e-01 -3.64461854e-06],-0.16699860602502792
[-44.24209098  -1.56359948],[1.9993181],[ 0.96644296 -0.2568813  -1.56359948],-0.3355911408030283
[-25.58028104  -0.22658433],[1.999999],[ 0.90151447 -0.43274895 -0.22658433],-0.19867722511073185
[-13.85324455  -3.79582478],[1.9092056],[ 0.28012314 -0.95996407 -3.79582478],-2.3733182778469164
[-3.92659052e-01 -2.27845444e-06],[1.913232],[ 9.23894850e-01 -3.82646450e-01 -2.27845444e-06],-0.15784149833928693
[-6.67173505e+00 -2.39379919e-06],[1.894233],[ 9.25459456e-01 -3.78846664e-01 -2.39379919e-06],-0.15455893141648733
[ 5.90896985e+00 -1.53265434e-06],[1.8277131],[ 9.30794691e-01 -3.65542396e-01 -1.53265434e-06],-0.14337768810716664
[-6.67268352 -0.06106174],[1.9570735],[ 0.92509972 -0.37972426 -0.06106174],-0.15368764193219034
[-6.76798296 -0.24747004],[1.9999998],[ 0.88476927 -0.46602934 -0.24747004],-0.23143581503827765
[-49.84815867  -4.11752821],[1.9999943],[ 0.91417692  0.40531538 -4.11752821],-2.7497285061628083
[-3.97456852e-01 -2.56147474e-06],[1.9353731],[ 9.22048363e-01 -3.87074691e-01 -2.56147474e-06],-0.1617175165974309
[-3.99233288e-01 -2.36518857e-06],[1.9435598],[ 9.21359295e-01 -3.88712040e-01 -2.36518857e-06],-0.16316454851940745
[-3.99440012e-01 -2.53631721e-06],[1.944512],[ 9.21278919e-01 -3.88902498e-01 -2.53631721e-06],-0.16333334852926257
[-19.23376112  -0.10912434],[1.9786047],[ 0.92709664 -0.3748224  -0.10912434],-0.14901936637898844
[-19.35453646  -0.31617463],[1.9999996],[ 0.87518389 -0.48379041 -0.31617463],-0.25024563857323096
[-3.92569708e-01 -2.70867494e-06],[1.912819],[ 9.23929034e-01 -3.82563903e-01 -2.70867494e-06],-0.15776974586999112
[-6.66629117e+00 -1.70283295e-06],[1.8690151],[ 9.27508130e-01 -3.73802982e-01 -1.70283295e-06],-0.15026325574271876
[ 5.90452382e+00 -1.28118494e-06],[1.8483868],[ 9.29160284e-01 -3.69677112e-01 -1.28118494e-06],-0.14680101022254174
[-42.07200484  -7.55712161],[-1.9181796],[-0.33301189  0.94292263 -7.55712161],-11.377330009855172
[-4.01873401e-01 -2.94461696e-06],[1.955715],[ 9.20329841e-01 -3.91143174e-01 -2.94461696e-06],-0.16532693291936568
[-8.51004453 -6.48152793],[-1.7390755],[-0.61000183 -0.79240001 -6.48152793],-6.661401296819772
[ 5.89224437e+00 -1.96109864e-06],[1.9052917],[ 9.24550917e-01 -3.81058529e-01 -1.96109864e-06],-0.15646487703746398
[-23.98363125  -5.99126683],[-1.9655596],[ 0.40929966  0.91240002 -5.99126683],-6.250968922390104
[ 5.89027957e+00 -2.21161488e-06],[1.9143714],[ 9.23800431e-01 -3.82874345e-01 -2.21161488e-06],-0.15803964579497687
[-19.22436083  -0.25025957],[1.9999832],[ 0.93057906 -0.36609099 -0.25025957],-0.143346175012778
[-42.45298445  -7.08734731],[-1.9874148],[ 0.04147173  0.99913968 -7.08734731],-9.181434975419656
[-3.91563352e-01 -2.16306130e-06],[1.9081697],[ 9.24313561e-01 -3.81633909e-01 -2.16306130e-06],-0.15696288594715951
[-3.88539796e-01 -1.93668671e-06],[1.8941873],[ 9.25463226e-01 -3.78837454e-01 -1.93668671e-06],-0.15455104319270282
[-19.43723132  -0.79788102],[0.6757869],[ 0.83223175 -0.55442792 -0.79788102],-0.3263939033068931
[ 5.90064157e+00 -1.82972619e-06],[1.8664081],[ 9.27718106e-01 -3.73281549e-01 -1.82972619e-06],-0.14982312318624053
[-6.68468493e+00 -3.19358971e-06],[1.9539944],[ 9.20475979e-01 -3.90799145e-01 -3.19358971e-06],-0.16501991063374546
[-6.66556935e+00 -2.07507266e-06],[1.8656658],[ 9.27777708e-01 -3.73133387e-01 -2.07507266e-06],-0.1496981839172728
[-6.66064790e+00 -2.77696321e-06],[1.8428138],[ 9.29602823e-01 -3.68562874e-01 -2.77696321e-06],-0.1458738641047867
[-3.88777898e-01 -2.11107500e-06],[1.8952894],[ 9.25372998e-01 -3.79057798e-01 -2.11107500e-06],-0.15474029368390138
[ 5.88596784e+00 -2.78913886e-06],[1.9342686],[ 9.22140997e-01 -3.86853955e-01 -2.78913886e-06],-0.16152299977750492
[-0.68673432 -1.63231985],[-1.9797356],[ 0.77332063 -0.63401515 -1.63231985],-0.45266382576180986
[-6.66572666e+00 -1.79321817e-06],[1.8663961],[ 9.27718996e-01 -3.73279338e-01 -1.79321817e-06],-0.14982125596379198
[-26.62455469  -4.25637476],[1.9676638],[ 0.07890077 -0.99688247 -4.25637476],-3.109063623467048
[-3.85081229e-01 -1.96270114e-06],[1.8781711],[ 9.26767923e-01 -3.75634419e-01 -1.96270114e-06],-0.15181500431687006
[-3.87569054e-01 -2.34915030e-06],[1.8896934],[ 9.25830544e-01 -3.77938890e-01 -2.34915030e-06],-0.1537806213153552
[-45.07600258  -3.89643508],[1.7853992],[ 0.45919686 -0.88833453 -3.89643508],-2.0908659983493783
[-3.86247730e-01 -1.75971926e-06],[1.8835758],[ 9.26329115e-01 -3.76715238e-01 -1.75971926e-06],-0.15273509837980093
[-3.99362567e-01 -2.26484851e-06],[1.9441556],[ 9.21309035e-01 -3.88831149e-01 -2.26484851e-06],-0.16327011053703502
[ 5.89337341e+00 -2.11351931e-06],[1.9000727],[ 9.24980559e-01 -3.80014427e-01 -2.11351931e-06],-0.1555635063531892
[-18.75685729  -1.85696641],[1.2144976],[ 0.99570656  0.09256593 -1.85696641],-0.5100551015257099
[-19.08993344  -0.87355163],[1.9999801],[ 0.97124817 -0.23806931 -0.87355163],-0.1481581726532478
[-3.92616087e-01 -1.72678297e-06],[1.9130336],[ 9.23911290e-01 -3.82606754e-01 -1.72678297e-06],-0.15780702124207296
[-35.30956015  -7.9332672 ],[-1.2948366],[-0.73029615  0.68313068 -7.9332672 ],-14.164670946153288
[-3.99278267e-01 -2.26634884e-06],[1.9437672],[ 9.21341810e-01 -3.88753480e-01 -2.26634884e-06],-0.16320127450333027
[ 5.90499644e+00 -1.67322743e-06],[1.8461885],[ 9.29334898e-01 -3.69237928e-01 -1.67322743e-06],-0.146435169226097
[-19.33667918  -0.25733263],[2.],[ 0.88368308 -0.4680857  -0.25733263],-0.23353431095718102
[-1.29622462e+01 -2.35360418e-06],[1.9280806],[ 9.22659261e-01 -3.85616245e-01 -2.35360418e-06],-0.16043491657899295
[-6.67055204e+00 -1.88799256e-06],[1.8887577],[ 9.25906989e-01 -3.77751570e-01 -1.88799256e-06],-0.1536203206006701
[-3.77836730e-01 -2.31020033e-06],[1.8445528],[ 9.29464863e-01 -3.68910651e-01 -2.31020033e-06],-0.14616288246132164
[-31.21224544  -3.28080111],[1.9999998],[ 0.97932862  0.20227569 -3.28080111],-1.6217910834193985
[-3.96672783e-01 -2.99533171e-06],[1.9317578],[ 9.22351573e-01 -3.86351622e-01 -2.99533171e-06],-0.16108086583499248
[-27.26995014  -5.96568206],[-1.5583017],[-0.53660833 -0.84383144 -5.96568206],-5.892815871440971
[-19.28988862  -0.10360264],[1.9999969],[ 0.9046099  -0.42624045 -0.10360264],-0.19412233292313613
[-6.68800341 -0.02606064],[1.9898065],[ 0.91917405 -0.39385157 -0.02606064],-0.1668739902084141
[-19.25956121  -0.03104223],[1.9985858],[ 0.91711872 -0.39861418 -0.03104223],-0.17093682786046185
[-6.66649888e+00 -1.86784048e-06],[1.8699771],[ 9.27430467e-01 -3.73995627e-01 -1.86784048e-06],-0.15042603903054352
[-6.67109524e+00 -1.72537980e-06],[1.8912714],[ 9.25701658e-01 -3.78254465e-01 -1.72537980e-06],-0.15405095734858007
[-17.72088802  -5.85054644],[1.1708759],[ 0.4278642   0.90384303 -5.85054644],-6.601479546336398
[-3.78813495e-01 -1.57555638e-06],[1.8490919],[ 9.29104081e-01 -3.69818344e-01 -1.57555638e-06],-0.14691874537241292
[-6.67260960e+00 -3.14935376e-06],[1.8982784],[ 9.25127785e-01 -3.79655871e-01 -3.14935376e-06],-0.15525461460228587
[-50.86147903  -3.17359532],[-1.1813236],[ 0.8275895  -0.56133379 -3.17359532],-0.9102191946824082
[-3.90254124e-01 -1.79386696e-06],[1.9021171],[ 9.24812415e-01 -3.80423444e-01 -1.79386696e-06],-0.1559162607295479
[-3.85522910e-01 -1.71394636e-06],[1.8802177],[ 9.26601922e-01 -3.76043718e-01 -1.71394636e-06],-0.15216306673958832
[ 5.88852222e+00 -2.16040703e-06],[1.9224856],[ 9.23126158e-01 -3.84497199e-01 -2.16040703e-06],-0.1594548191300707
[-6.67540571e+00 -2.19931583e-06],[1.9112049],[ 9.24062611e-01 -3.82241144e-01 -2.19931583e-06],-0.15748945958621838
[ 5.90395996e+00 -2.02826913e-06],[1.851004],[ 9.28951693e-01 -3.70200961e-01 -2.02826913e-06],-0.14723799953674957
[-3.99138398e-01 -3.19827248e-06],[1.9431225],[ 9.21396176e-01 -3.88624610e-01 -3.19827248e-06],-0.16308705788166009
[-1.29460985e+01 -1.40411192e-06],[1.8533386],[ 9.28765539e-01 -3.70667741e-01 -1.40411192e-06],-0.1476280679038591
[-19.09899755  -2.14511708],[1.9144741],[ 0.96905041 -0.24686291 -2.14511708],-0.5649132457686621
[-4.04246766e-01 -2.79600877e-06],[1.9666318],[ 9.19398925e-01 -3.93326349e-01 -2.79600877e-06],-0.16728297492504968
[ 5.87975642e+00 -3.06154600e-06],[1.9628707],[ 9.19720310e-01 -3.92574263e-01 -3.06154600e-06],-0.1666076062584871
[-18.68945142  -2.31381985],[1.9631315],[ 0.98721063  0.15942137 -2.31381985],-0.8709461189072786
[-3.79410236e-01 -1.70238363e-06],[1.8518627],[ 9.28883230e-01 -3.70372712e-01 -1.70238363e-06],-0.14738145811131437
[-19.18634441  -0.43916761],[1.9999957],[ 0.9438208  -0.33045771 -0.43916761],-0.12881535320463325
[-30.66060076  -4.70942792],[1.9317292],[ 0.72804825  0.68552589 -4.70942792],-4.151199827672264
[-3.32355518e-01 -2.28983287e-06],[1.6313523],[ 9.45276430e-01 -3.26270547e-01 -2.28983287e-06],-0.11312142470599794
[-6.67456444e+00 -2.19515106e-06],[1.9073178],[ 9.24383849e-01 -3.81463629e-01 -2.19515106e-06],-0.15681540379933956
[-3.98423170e-01 -2.49464659e-06],[1.9398267],[ 9.21673895e-01 -3.87965502e-01 -2.49464659e-06],-0.16250385079072088
[-3.86506378e-01 -1.67272370e-06],[1.8847721],[ 9.26231648e-01 -3.76954818e-01 -1.67272370e-06],-0.1529394809378329
[-6.66690919e+00 -2.16921578e-06],[1.8718805],[ 9.27276934e-01 -3.74376132e-01 -2.16921578e-06],-0.15074787554363614
[-23.90735781  -5.99785402],[-1.6653969],[ 0.33858522  0.94093573 -5.99785402],-6.550689404707305
[-43.77446107  -2.94634954],[1.9999967],[ 0.97847971  0.20634304 -2.94634954],-1.3601440081390728
[-3.97191622e-01 -2.46376291e-06],[1.9341502],[ 9.22150994e-01 -3.86830123e-01 -2.46376291e-06],-0.16150202419569892
[-3.96018553e-01 -2.76508536e-06],[1.9287399],[ 9.22604138e-01 -3.85748110e-01 -2.76508536e-06],-0.16055062223288352
[-3.84609446e-01 -1.70559295e-06],[1.8759848],[ 9.26945038e-01 -3.75197143e-01 -1.70559295e-06],-0.15144367913592105
[-1.92500571e+01 -2.42563762e-06],[1.949399],[ 9.20865695e-01 -3.89879945e-01 -2.42563762e-06],-0.164201284434661
[-2.99639823e-01 -8.60523925e-08],[1.47588],[ 9.55442867e-01 -2.95176097e-01 -8.60523925e-08],-0.0919622425658132
[ 5.96093242e+00 -2.01650925e-06],[1.5835205],[ 9.48524326e-01 -3.16704285e-01 -2.01650925e-06],-0.10635439816547353
[-6.61112892e+00 -3.42625175e-06],[1.6104839],[ 9.46706700e-01 -3.22096916e-01 -3.42625175e-06],-0.11014055986511147
[-3.79964929e-01 -1.53490200e-06],[1.8544388],[ 9.28677644e-01 -3.70887900e-01 -1.53490200e-06],-0.14781223179263928
[ 5.88725846e+00 -2.40854467e-06],[1.9283168],[ 9.22639511e-01 -3.85663497e-01 -2.40854467e-06],-0.16047637615645594
[-42.05474282  -7.6175189 ],[-1.9239105],[-0.34923821  0.93703398 -7.6175189 ],-11.548263842163534
[-32.00159698  -2.691784  ],[0.3725014],[ 0.83334168 -0.55275822 -2.691784  ],-0.7895943381854785
[-6.67005450e+00 -1.56901688e-06],[1.8864552],[ 9.26094820e-01 -3.77290849e-01 -1.56901688e-06],-0.15322642824326752
[-4.03116727e-01 -3.29137976e-06],[1.9614346],[ 9.19842812e-01 -3.92287142e-01 -3.29137976e-06],-0.16635018856732967
[ 5.89725215e+00 -1.64968397e-06],[1.882119],[ 9.26447574e-01 -3.76423821e-01 -1.64968397e-06],-0.1524867093323467
[-3.91708006e-01 -1.90211902e-06],[1.9088372],[ 9.24258347e-01 -3.81767610e-01 -1.90211902e-06],-0.15707874693269025
[-13.01860401  -0.13884227],[1.999999],[ 0.89947341 -0.4369755  -0.13884227],-0.20362532073781608
[-25.57389038  -0.24675888],[1.9999967],[ 0.9042616  -0.42697888 -0.24675888],-0.19339758797052742
[-3.39758749e-01 -2.30599320e-06],[1.6662979],[ 9.42835092e-01 -3.33259642e-01 -2.30599320e-06],-0.1182124779643701
[-4.05434272e-01 -3.84766830e-06],[1.9720887],[ 9.18931199e-01 -3.94417864e-01 -3.84766830e-06],-0.1682659268748138
[-6.68697565e+00 -3.14588604e-06],[1.9645324],[ 9.19578350e-01 -3.92906678e-01 -3.14588604e-06],-0.16690590529778682
[-3.80603220e-01 -1.47064295e-06],[1.8574022],[ 9.28440720e-01 -3.71480591e-01 -1.47064295e-06],-0.1483086983220631
[-3.65642253e-01 -1.83784403e-06],[1.7877452],[ 9.33894317e-01 -3.57549165e-01 -1.83784403e-06],-0.13689022296508563
[-33.20588176  -5.18794962],[1.7778755],[-0.21740871 -0.97608066 -5.18794962],-4.559694348489968
[-6.66696959e+00 -2.26348464e-06],[1.8721603],[ 9.27254321e-01 -3.74432135e-01 -2.26348464e-06],-0.15079527327575568
[-19.16714413  -0.43235857],[1.9831127],[ 0.94999132 -0.31227629 -0.43235857],-0.11765084956021286
[ 5.91158188e+00 -2.56903793e-06],[1.8155489],[ 9.31746325e-01 -3.63109881e-01 -2.56903793e-06],-0.14138522583773414
[-36.41563308  -6.80016231],[-1.5459939],[ 0.28338077  0.95900748 -6.80016231],-7.9922740501917025
[-3.84228290e-01 -1.83978735e-06],[1.8742188],[ 9.27087979e-01 -3.74843806e-01 -1.83978735e-06],-0.15114400465050704
[ 5.90303291e+00 -1.56801082e-06],[1.8553092],[ 9.28608098e-01 -3.71061991e-01 -1.56801082e-06],-0.14795795760686986
[-13.05760456  -0.27344656],[1.9999996],[ 0.88175146 -0.47171428 -0.27344656],-0.2372970810881005
[-3.98795793e-01 -2.36373062e-06],[1.9415437],[ 9.21529266e-01 -3.88308913e-01 -2.36373062e-06],-0.16280758251771474
[-6.67360992e+00 -2.05427615e-06],[1.9029053],[ 9.24747545e-01 -3.80581105e-01 -2.05427615e-06],-0.1560523430535296
[-24.92516785  -2.33703475],[1.2606757],[ 0.97853389  0.20608597 -2.33703475],-0.8714790682928355
[-18.94412655  -1.29249837],[1.5493077],[ 0.99553153 -0.09442973 -1.29249837],-0.2290292751491404
[ 5.89226994e+00 -2.01417576e-06],[1.9051741],[ 9.24560661e-01 -3.81034885e-01 -2.01417576e-06],-0.15644443230559268
[-19.03023066  -0.86784576],[1.7504607],[ 0.98372267 -0.17969337 -0.86784576],-0.12754296290893785
[-25.57598233  -0.17318048],[1.9999994],[ 0.9033664  -0.42886962 -0.17318048],-0.19533927358575828
[-3.75356825e-01 -1.82852171e-06],[1.8330221],[ 9.30376867e-01 -3.66604534e-01 -1.82852171e-06],-0.14425264779830538
[ 5.88076752e+00 -2.94195469e-06],[1.9582202],[ 9.20116772e-01 -3.91644132e-01 -2.94195469e-06],-0.16577458389247202
[-18.84264868  -1.74969292],[1.9442594],[ 0.99997615  0.00690718 -1.74969292],-0.45875310232994937
[ 5.89295352e+00 -1.79371362e-06],[1.9020138],[ 9.24820912e-01 -3.80402787e-01 -1.79371362e-06],-0.1558984344224065
[-6.68363524e+00 -2.38617481e-06],[1.9491633],[ 9.20885690e-01 -3.89832714e-01 -2.38617481e-06],-0.16415928722680084
[-6.66888005e+00 -1.54046470e-06],[1.8810146],[ 9.26537292e-01 -3.76202933e-01 -1.54046470e-06],-0.15229859102349944
[-19.26130206  -0.0196859 ],[1.9980116],[ 0.9164234  -0.40021014 -0.0196859 ],-0.17275696999641174
[-6.65614256e+00 -1.21983527e-06],[1.8218539],[ 9.31253881e-01 -3.64370976e-01 -1.21983527e-06],-0.14241621996660836
[-12.95280553  -0.09807782],[1.9786408],[ 0.92625858 -0.37688863 -0.09807782],-0.15081768672478132
[ 5.89940034e+00 -2.75348391e-06],[1.8721632],[ 9.27254066e-01 -3.74432768e-01 -2.75348391e-06],-0.15079578929966436
[ 5.87906347e+00 -3.54228142e-06],[1.9660568],[ 9.19448055e-01 -3.93211488e-01 -3.54228142e-06],-0.16717969670517618
[-46.86930561  -7.94601962],[-1.4525949],[-0.9677681  -0.25184303 -7.94601962],-11.49057474487479
[-6.66911900e+00 -1.82733986e-06],[1.8821216],[ 9.26447374e-01 -3.76424313e-01 -1.82733986e-06],-0.15248712256863517
[-31.93244117  -0.51247631],[1.9999794],[ 0.86954571 -0.49385246 -0.51247631],-0.26603396361040527
[-3.17933035e+01  3.52483125e-03],[1.8398845],[ 0.92963439 -0.36848324  0.00352483],-0.14593319299864715
[ 5.89965133e+00 -1.73767070e-06],[1.8710003],[ 9.27348014e-01 -3.74200027e-01 -1.73767070e-06],-0.1505988880410954
[-6.67886199e+00 -1.84725728e-06],[1.9271636],[ 9.22735960e-01 -3.85432678e-01 -1.84725728e-06],-0.16027392466226573
[-19.05533741  -1.10164715],[1.9999957],[ 0.9789016  -0.20433223 -1.10164715],-0.1928750649146059
[-50.12151031  -2.81374019],[1.9999998],[ 0.9896539   0.14347528 -2.81374019],-1.1901697030193523
[ 5.88703203e+00 -2.19623251e-06],[1.9293612],[ 9.22552160e-01 -3.85872403e-01 -2.19623251e-06],-0.16065976652937494
[-6.67535497e+00 -2.09307567e-06],[1.9109706],[ 9.24082001e-01 -3.82194264e-01 -2.09307567e-06],-0.15744877470088597
[-3.93905388e-01 -1.95222314e-06],[1.9189878],[ 9.23417227e-01 -3.83797635e-01 -1.95222314e-06],-0.15884389153367096
[-3.41683269e-01 -2.77755939e-06],[1.6753668],[ 9.42191982e-01 -3.35073528e-01 -2.77755939e-06],-0.11955421488971094
[-16.11016199  -8.        ],[-1.9559441],[-0.92020254  0.39144256 -8.        ],-16.19218853847814
[-43.8295844   -2.50597637],[1.9999654],[ 0.98836205  0.15211987 -2.50597637],-0.9883867870407651
[-6.67227672e+00 -1.76555731e-06],[1.8967384],[ 9.25254114e-01 -3.79347894e-01 -1.76555731e-06],-0.15498967227936314
[-12.97169056  -0.24575376],[1.9999961],[ 0.91897628 -0.39431281 -0.24575376],-0.16515707081083972
[-18.65709591  -2.55841254],[1.9599272],[ 0.98153667  0.19127407 -2.55841254],-1.0604285314532271
[-6.68158753e+00 -2.01821106e-06],[1.9397309],[ 9.21682023e-01 -3.87946194e-01 -2.01821106e-06],-0.162486804937192
[-12.97486972  -0.02895982],[1.9953687],[ 0.91771806 -0.39723237 -0.02895982],-0.16977030867143947
